label_text,label_count,label_statuses,slides,rank,score,kit_id,kit_brand,kit_scale,kit_name,kit_serial,match_reasons
Tamiya Centurion,3,identified_elsewhere | identified_in_this_image,Staff | Tie_Attack | Tile,1,51.4,133,Tamiya,1/25,British Army Centurion Mk III,30614,"vendor; tokens=centurion,tamiya"
Tamiya Centurion,3,identified_elsewhere | identified_in_this_image,Staff | Tie_Attack | Tile,2,46.4,360,Tamiya,1/35,Centurion Mk. III - British Army 1/35,MT130 / MT230,"vendor; tokens=centurion,tamiya"
Tamiya Centurion,3,identified_elsewhere | identified_in_this_image,Staff | Tie_Attack | Tile,3,43.6,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya
Tamiya Ferrari 312B,1,identified_elsewhere,Staff,1,83.5,351,Tamiya,1/12,Ferrari 312B,BS1207,"vendor; tokens=312b,ferrari,tamiya; name-ratio=1.00"
Tamiya Ferrari 312B,1,identified_elsewhere,Staff,2,66.8,410,Tamiya,1/12,Ferrari 312T,BS1219,"vendor; tokens=ferrari,tamiya; name-ratio=0.92"
Tamiya Ferrari 312B,1,identified_elsewhere,Staff,3,43.7,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya German 88mm Gun Flak 36/37,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,1,88.0,159,Tamiya,1/35,German 88mm Gun Flak 36/37,MM117,"vendor; tokens=36/37,88mm,flak,german,gun,tamiya; name-ratio=1.00"
Tamiya German 88mm Gun Flak 36/37,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,2,47.4,146,Tamiya,1/35,German Hanomag Sd.Kfz. 251/1,35020,"vendor; tokens=german,tamiya"
Tamiya German 88mm Gun Flak 36/37,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,3,45.5,138,Tamiya,1/35,"7,5cm ANTI–TANK GUN (PAK40/L46)",35047,"vendor; tokens=gun,tamiya"
Tamiya Hanomag,6,identified_elsewhere | identified_in_this_image,Blockade_Runner | Fleet | Sandcrawler_right | Tile | Xs_and_Ys.,1,49.9,146,Tamiya,1/35,German Hanomag Sd.Kfz. 251/1,35020,"vendor; tokens=hanomag,tamiya"
Tamiya Hanomag,6,identified_elsewhere | identified_in_this_image,Blockade_Runner | Fleet | Sandcrawler_right | Tile | Xs_and_Ys.,2,47.1,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya
Tamiya Hanomag,6,identified_elsewhere | identified_in_this_image,Blockade_Runner | Fleet | Sandcrawler_right | Tile | Xs_and_Ys.,3,42.4,140,Tamiya,1/35,Carro Armato M13/40,35296,vendor; tokens=tamiya
Tamiya Hanomag?,1,identified_elsewhere,Wingman,1,49.9,146,Tamiya,1/35,German Hanomag Sd.Kfz. 251/1,35020,"vendor; tokens=hanomag,tamiya"
Tamiya Hanomag?,1,identified_elsewhere,Wingman,2,47.1,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya
Tamiya Hanomag?,1,identified_elsewhere,Wingman,3,42.4,140,Tamiya,1/35,Carro Armato M13/40,35296,vendor; tokens=tamiya
Tamiya JPS Lotus 72D,1,identified_in_this_image,ILM_Shop_Image,1,57.0,353,Tamiya,1/12,J.P.S. Lotus 72D (Ford) 1972,BS1213,"vendor; tokens=72d,lotus,tamiya; name-ratio=0.68"
Tamiya JPS Lotus 72D,1,identified_in_this_image,ILM_Shop_Image,2,48.2,354,Tamiya,1/12,Lotus 49B Ford F-1,BS1204,"vendor; tokens=lotus,tamiya"
Tamiya JPS Lotus 72D,1,identified_in_this_image,ILM_Shop_Image,3,41.8,369,Tamiya,1/48,M.B.T.71,MS108,vendor; tokens=tamiya
Tamiya King Tiger,2,identified_in_this_image,Blockade_Runner,1,46.1,141,Tamiya,1/35,Panzerkampfwagen VI Tiger I Ausf.E,MM156A,"vendor; tokens=tamiya,tiger"
Tamiya King Tiger,2,identified_in_this_image,Blockade_Runner,2,44.4,158,Tamiya,1/35,"German Heavy Tank King Tiger Panzer KampfWagen VI Tiger II ""Konigs Tiger""",MM157,"vendor; tokens=king,tamiya,tiger"
Tamiya King Tiger,2,identified_in_this_image,Blockade_Runner,3,41.3,415,Tamiya,1/35,Barricade Set,MM127,vendor; tokens=tamiya
Tamiya Lotus 49B Ford F-1,1,identified_in_this_image,ILM_Shop_Image,1,96.0,354,Tamiya,1/12,Lotus 49B Ford F-1,BS1204,"vendor; tokens=1,49b,f,ford,lotus,tamiya; name-ratio=1.00; serial-ish"
Tamiya Lotus 49B Ford F-1,1,identified_in_this_image,ILM_Shop_Image,2,71.1,357,Tamiya,1/12,Tyrrell Ford F-1,BS1209,"vendor; tokens=1,f,ford,tamiya; serial-ish"
Tamiya Lotus 49B Ford F-1,1,identified_in_this_image,ILM_Shop_Image,3,61.0,353,Tamiya,1/12,J.P.S. Lotus 72D (Ford) 1972,BS1213,"vendor; tokens=ford,lotus,tamiya; serial-ish"
Tamiya M36 Jackson,1,identified_in_this_image,ILM_Shop_Image,1,56.6,366,Tamiya,1/35,U.S.Tank Destroyer M36 Jackson,MT135,"vendor; tokens=jackson,m36,tamiya"
Tamiya M36 Jackson,1,identified_in_this_image,ILM_Shop_Image,2,43.3,160,Tamiya,1/35,M8 Greyhound,MT116,vendor; tokens=tamiya
Tamiya M36 Jackson,1,identified_in_this_image,ILM_Shop_Image,3,41.9,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya M41,1,identified_in_this_image,ILM_Shop_Image,1,43.8,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya M41,1,identified_in_this_image,ILM_Shop_Image,2,42.7,369,Tamiya,1/48,M.B.T.71,MS108,vendor; tokens=tamiya
Tamiya M41,1,identified_in_this_image,ILM_Shop_Image,3,39.9,378,Tamiya-MRC,1/35,M41 Walker Bulldog with 4 Army figures,MT307-598,"vendor; tokens=m41,tamiya"
Tamiya M4A3E8 Sherman,1,identified_in_this_image,ILM_Shop_Image,1,52.3,358,Tamiya,1/16,M4 Sherman 105mm Howitzer,RT1601,"vendor; tokens=sherman,tamiya"
Tamiya M4A3E8 Sherman,1,identified_in_this_image,ILM_Shop_Image,2,51.4,153,Tamiya,1/35,M4 Sherman US Army Medium Tank M4A3E8,MT118,"vendor; tokens=m4a3e8,sherman,tamiya"
Tamiya M4A3E8 Sherman,1,identified_in_this_image,ILM_Shop_Image,3,44.6,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya
Tamiya M551 Sheridan,1,identified_in_this_image,ILM_Shop_Image,1,63.8,144,Tamiya,1/35,U.S.Tank M551 Sheridan,MT231,"vendor; tokens=m551,sheridan,tamiya; name-ratio=0.74"
Tamiya M551 Sheridan,1,identified_in_this_image,ILM_Shop_Image,2,43.4,358,Tamiya,1/16,M4 Sherman 105mm Howitzer,RT1601,vendor; tokens=tamiya
Tamiya M551 Sheridan,1,identified_in_this_image,ILM_Shop_Image,3,42.7,160,Tamiya,1/35,M8 Greyhound,MT116,vendor; tokens=tamiya
Tamiya M60A1E1,1,identified_in_this_image,21,1,48.4,161,Tamiya,1/48,US Army Medium Tank M60A1E1,MS106-275,"vendor; tokens=m60a1e1,tamiya"
Tamiya M60A1E1,1,identified_in_this_image,21,2,47.7,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya M60A1E1,1,identified_in_this_image,21,3,44.7,363,Tamiya,1/35,M60A1 / M60A2,MT128 / MT228 / MT138 / MT238,vendor; tokens=tamiya
Tamiya Matilda,1,identified_in_this_image,Tile,1,47.7,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya Matilda,1,identified_in_this_image,Tile,2,46.5,149,Tamiya,1/35,British Infantry Tank Mk.II Matilda,MM124,"vendor; tokens=matilda,tamiya"
Tamiya Matilda,1,identified_in_this_image,Tile,3,44.4,131,Tamiya,1/18,McLaren M8A,1810,vendor; tokens=tamiya
Tamiya McLaren M8A,1,identified_in_this_image,ILM_Shop_Image,1,83.5,131,Tamiya,1/18,McLaren M8A,1810,"vendor; tokens=m8a,mclaren,tamiya; name-ratio=1.00"
Tamiya McLaren M8A,1,identified_in_this_image,ILM_Shop_Image,2,51.7,356,Tamiya,1/12,Texco Marlboro McLaren M23,BS1216,"vendor; tokens=mclaren,tamiya"
Tamiya McLaren M8A,1,identified_in_this_image,ILM_Shop_Image,3,46.4,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya Panzer III M/N,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,1,61.6,143,Tamiya,1/35,Panzerkampfwagen III Ausf. M/N,MM111,"vendor; tokens=iii,m/n,tamiya; name-ratio=0.65"
Tamiya Panzer III M/N,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,2,46.9,420,Tamiya,1/35,Jagdpanzer IV L/70 Lang,MM188,vendor; tokens=tamiya
Tamiya Panzer III M/N,2,identified_elsewhere | identified_in_this_image,ILM_Shop_Image | Tile,3,46.1,155,Tamiya,1/35,Sturmgeschutz III Ausf.G,MM114,"vendor; tokens=iii,tamiya"
Tamiya Panzerkampfwagen V Panther,3,identified_in_this_image,ILM_Shop_Image,1,62.6,145,Tamiya,1/35,Panzerkampfwagen V Panther (Sd.kfz. 171) Ausf. A,35065,"vendor; tokens=panther,panzerkampfwagen,tamiya,v; name-ratio=0.74"
Tamiya Panzerkampfwagen V Panther,3,identified_in_this_image,ILM_Shop_Image,2,56.0,143,Tamiya,1/35,Panzerkampfwagen III Ausf. M/N,MM111,"vendor; tokens=panzerkampfwagen,tamiya; name-ratio=0.73"
Tamiya Panzerkampfwagen V Panther,3,identified_in_this_image,ILM_Shop_Image,3,55.4,142,Tamiya,1/35,Panzerkampfwagen II Ausf. F/G,35009,"vendor; tokens=panzerkampfwagen,tamiya; name-ratio=0.70"
Tamiya Shinano,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | Staff | TileCreation | Xs_and_Ys.,1,48.4,373,Tamiya,1/700,Japanese Aircraft Carrier Shinano,WL.A024,"vendor; tokens=shinano,tamiya"
Tamiya Shinano,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | Staff | TileCreation | Xs_and_Ys.,2,42.2,352,Tamiya,1/12,Honda F-1,BS1201 / BS1211,vendor; tokens=tamiya
Tamiya Shinano,11,identified_elsewhere | identified_in_this_image,Blockade_Runner | Finest_Collection | Fleet | Staff | TileCreation | Xs_and_Ys.,3,42.0,364,Tamiya,1/35,Russian Tank T-55,MT239,vendor; tokens=tamiya
Tamiya T-55,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,1,58.1,364,Tamiya,1/35,Russian Tank T-55,MT239,"vendor; tokens=55,t,tamiya"
Tamiya T-55,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,2,48.0,369,Tamiya,1/48,M.B.T.71,MS108,"vendor; tokens=t,tamiya"
Tamiya T-55,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_KITS,3,41.9,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya Taiho,6,identified_elsewhere | identified_in_this_image,Finest_Collection | Fleet | ILM_KITS | Staff | TileCreation | Xs_and_Ys.,1,46.7,374,Tamiya,1/700,Japanese Aircraft Carrier Taiho,WL.A050,"vendor; tokens=taiho,tamiya"
Tamiya Taiho,6,identified_elsewhere | identified_in_this_image,Finest_Collection | Fleet | ILM_KITS | Staff | TileCreation | Xs_and_Ys.,2,42.8,355,Tamiya,1/12,Matra MS11,BS1205,vendor; tokens=tamiya
Tamiya Taiho,6,identified_elsewhere | identified_in_this_image,Finest_Collection | Fleet | ILM_KITS | Staff | TileCreation | Xs_and_Ys.,3,42.0,160,Tamiya,1/35,M8 Greyhound,MT116,vendor; tokens=tamiya
Tamiya Tiger I E,2,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top,1,59.0,141,Tamiya,1/35,Panzerkampfwagen VI Tiger I Ausf.E,MM156A,"vendor; tokens=e,i,tamiya,tiger"
Tamiya Tiger I E,2,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top,2,43.1,351,Tamiya,1/12,Ferrari 312B,BS1207,vendor; tokens=tamiya
Tamiya Tiger I E,2,identified_elsewhere | identified_in_this_image,Blockade _Top | ILM_Shop_Top,3,43.1,410,Tamiya,1/12,Ferrari 312T,BS1219,vendor; tokens=tamiya
Tamiya Tyrell Ford F1,1,identified_in_this_image,ILM_Shop_Image,1,69.2,357,Tamiya,1/12,Tyrrell Ford F-1,BS1209,"vendor; tokens=ford,tamiya,tyrrell; name-ratio=0.97"
Tamiya Tyrell Ford F1,1,identified_in_this_image,ILM_Shop_Image,2,50.4,354,Tamiya,1/12,Lotus 49B Ford F-1,BS1204,"vendor; tokens=ford,tamiya"
Tamiya Tyrell Ford F1,1,identified_in_this_image,ILM_Shop_Image,3,45.3,409,Tamiya,1/12,Brabham BT44B Martini (Ford Engine),BS1218,"vendor; tokens=ford,tamiya"
Tamiya Zündapp KS750 & BMW R75,1,identified_in_this_image,21,1,88.0,367,Tamiya,1/35,Zündapp KS750 & BMW R75,MM116,"vendor; tokens=bmw,ks750,ndapp,r75,tamiya,z; name-ratio=1.00"
Tamiya Zündapp KS750 & BMW R75,1,identified_in_this_image,21,2,42.2,123,Tamiya,1/6,Daytona Honda CB750 Racing Type 1970,16003,vendor; tokens=tamiya
Tamiya Zündapp KS750 & BMW R75,1,identified_in_this_image,21,3,39.8,420,Tamiya,1/35,Jagdpanzer IV L/70 Lang,MM188,vendor; tokens=tamiya
Wankel,1,identified_elsewhere,Wingman,,,,,,,,NO_MATCH
